time_h,depth_0_m,depth_71_m,depth_89_m,depth_194_m,depth_287_m,depth_383_m,depth_456_m,water_level_0_m,water_level_71_m,water_level_89_m,water_level_194_m,water_level_287_m,water_level_383_m,water_level_456_m
7.983333,1.974875,2.272969,2.163953,2.506031,1.703220,1.343886,0.869990,95.606875,94.716055,94.464116,93.138031,92.235220,91.362256,90.131990
8.000000,1.974984,2.273672,2.165045,2.510764,1.708779,1.347685,0.872665,95.606984,94.716757,94.465208,93.142764,92.240779,91.366055,90.134665
8.016667,1.975090,2.274371,2.166147,2.515421,1.714308,1.351506,0.875362,95.607090,94.717457,94.466310,93.147421,92.246308,91.369876,90.137362
8.033333,1.975193,2.275075,2.167237,2.520004,1.719804,1.355353,0.878081,95.607193,94.718161,94.467400,93.152004,92.251804,91.373722,90.140081
8.050000,1.975294,2.275788,2.168305,2.524514,1.725267,1.359237,0.880823,95.607294,94.718874,94.468469,93.156514,92.257267,91.377606,90.142823
8.066667,1.975392,2.276508,2.169349,2.528953,1.730694,1.363181,0.883589,95.607392,94.719593,94.469512,93.160953,92.262694,91.381551,90.145589
8.083333,1.975488,2.277225,2.170371,2.533323,1.736084,1.367209,0.886379,95.607488,94.720311,94.470534,93.165323,92.268084,91.385579,90.148379
8.100000,1.975582,2.277935,2.171376,2.537623,1.741438,1.371325,0.889193,95.607582,94.721021,94.471539,93.169623,92.273438,91.389695,90.151193
8.116667,1.975673,2.278632,2.172365,2.541855,1.746754,1.375513,0.892031,95.607673,94.721718,94.472528,93.173855,92.278754,91.393883,90.154031
8.133333,1.975762,2.279317,2.173339,2.546020,1.752031,1.379752,0.894895,95.607762,94.722403,94.473502,93.178020,92.284031,91.398122,90.156895
8.150000,1.975849,2.279990,2.174299,2.550118,1.757268,1.384028,0.897783,95.607849,94.723075,94.474463,93.182118,92.289268,91.402398,90.159783
8.166667,1.975935,2.280652,2.175247,2.554150,1.762464,1.388337,0.900696,95.607935,94.723738,94.475410,93.186150,92.294464,91.406707,90.162696
8.183333,1.976018,2.281305,2.176180,2.558117,1.767619,1.392679,0.903634,95.608018,94.724390,94.476343,93.190117,92.299619,91.411049,90.165634
8.200000,1.976099,2.281948,2.177101,2.562022,1.772731,1.397054,0.906596,95.608099,94.725034,94.477264,93.194022,92.304731,91.415424,90.168596
8.216667,1.976180,2.282583,2.178010,2.565865,1.777801,1.401461,0.909584,95.608180,94.725669,94.478173,93.197865,92.309801,91.419830,90.171584
8.233333,1.976259,2.283210,2.178906,2.569648,1.782827,1.405896,0.912596,95.608259,94.726296,94.479069,93.201648,92.314827,91.424266,90.174596
8.250000,1.976337,2.283828,2.179790,2.573372,1.787809,1.410358,0.915634,95.608337,94.726914,94.479953,93.205372,92.319809,91.428728,90.177634
8.266667,1.976415,2.284438,2.180662,2.577039,1.792747,1.414845,0.918700,95.608415,94.727524,94.480825,93.209039,92.324747,91.433214,90.180700
8.283333,1.976494,2.285040,2.181522,2.580650,1.797641,1.419353,0.921796,95.608494,94.728126,94.481686,93.212650,92.329641,91.437723,90.183796
8.300000,1.976572,2.285635,2.182372,2.584206,1.802489,1.423882,0.924926,95.608572,94.728720,94.482535,93.216206,92.334489,91.442251,90.186926
8.316667,1.976650,2.286221,2.183210,2.587708,1.807292,1.428427,0.928093,95.608650,94.729307,94.483373,93.219708,92.339292,91.446797,90.190093
8.333333,1.976727,2.286800,2.184037,2.591158,1.812050,1.432988,0.931297,95.608727,94.729886,94.484200,93.223158,92.344050,91.451357,90.193297
8.350000,1.976803,2.287372,2.184854,2.594556,1.816763,1.437562,0.934540,95.608803,94.730458,94.485017,93.226556,92.348763,91.455931,90.196540
8.366667,1.976879,2.287937,2.185660,2.597903,1.821429,1.442147,0.937820,95.608879,94.731023,94.485823,93.229903,92.353429,91.460516,90.199820
8.383333,1.976954,2.288495,2.186456,2.601201,1.826050,1.446740,0.941139,95.608954,94.731580,94.486619,93.233201,92.358050,91.465110,90.203139
8.400000,1.977027,2.289045,2.187242,2.604451,1.830625,1.451341,0.944496,95.609027,94.732131,94.487405,93.236451,92.362625,91.469711,90.206496
8.416667,1.977100,2.289589,2.188018,2.607652,1.835154,1.455947,0.947890,95.609100,94.732675,94.488181,93.239652,92.367154,91.474317,90.209890
8.433333,1.977171,2.290127,2.188784,2.610808,1.839638,1.460556,0.951322,95.609171,94.733213,94.488947,93.242808,92.371638,91.478926,90.213322
8.450000,1.977242,2.290658,2.189541,2.613917,1.844076,1.465166,0.954789,95.609242,94.733743,94.489704,93.245917,92.376076,91.483536,90.216789
8.466667,1.977312,2.291182,2.190288,2.616981,1.848469,1.469776,0.958292,95.609312,94.734268,94.490451,93.248981,92.380469,91.488146,90.220292
8.483333,1.977381,2.291700,2.191027,2.620002,1.852817,1.474383,0.961829,95.609381,94.734786,94.491190,93.252002,92.384817,91.492753,90.223829
8.500000,1.977450,2.292211,2.191756,2.622979,1.857120,1.478987,0.965400,95.609450,94.735297,94.491919,93.254979,92.389120,91.497356,90.227400
8.516667,1.977517,2.292717,2.192476,2.625914,1.861378,1.483585,0.969004,95.609517,94.735803,94.492639,93.257914,92.393378,91.501954,90.231004
8.533333,1.977584,2.293216,2.193188,2.628807,1.865591,1.488175,0.972638,95.609584,94.736302,94.493351,93.260807,92.397591,91.506545,90.234638
8.550000,1.977650,2.293709,2.193890,2.631659,1.869760,1.492757,0.976302,95.609650,94.736795,94.494053,93.263659,92.401760,91.511127,90.238302
8.566667,1.977715,2.294197,2.194584,2.634472,1.873885,1.497329,0.979995,95.609715,94.737282,94.494747,93.266472,92.405885,91.515698,90.241995
8.583333,1.977779,2.294678,2.195270,2.637245,1.877966,1.501889,0.983714,95.609779,94.737764,94.495433,93.269245,92.409966,91.520258,90.245714
8.600000,1.977843,2.295154,2.195947,2.639979,1.882004,1.506436,0.987458,95.609843,94.738239,94.496110,93.271979,92.414004,91.524805,90.249458
8.616667,1.977906,2.295623,2.196616,2.642676,1.885998,1.510968,0.991226,95.609906,94.738709,94.496780,93.274676,92.417998,91.529337,90.253226
8.633333,1.977968,2.296088,2.197277,2.645335,1.889949,1.515485,0.995017,95.609968,94.739174,94.497441,93.277335,92.421949,91.533854,90.257017
8.650000,1.978029,2.296547,2.197931,2.647958,1.893858,1.519985,0.998827,95.610029,94.739632,94.498094,93.279958,92.425858,91.538354,90.260827
8.666667,1.978090,2.297000,2.198576,2.650545,1.897725,1.524467,1.002656,95.610090,94.740086,94.498739,93.282545,92.429725,91.542836,90.264656
8.683333,1.978150,2.297448,2.199213,2.653097,1.901550,1.528930,1.006503,95.610150,94.740534,94.499376,93.285097,92.433550,91.547299,90.268503
8.700000,1.978209,2.297891,2.199843,2.655614,1.905333,1.533372,1.010364,95.610209,94.740976,94.500006,93.287614,92.437333,91.551742,90.272364
8.716667,1.978268,2.298328,2.200466,2.658097,1.909075,1.537794,1.014240,95.610268,94.741414,94.500629,93.290097,92.441075,91.556163,90.276240
8.733333,1.978326,2.298760,2.201081,2.660547,1.912776,1.542193,1.018127,95.610326,94.741846,94.501244,93.292547,92.444776,91.560563,90.280127
8.750000,1.978383,2.299188,2.201688,2.662964,1.916437,1.546570,1.022024,95.610383,94.742274,94.501851,93.294964,92.448437,91.564939,90.284024
8.766667,1.978439,2.299610,2.202289,2.665349,1.920057,1.550922,1.025930,95.610439,94.742696,94.502452,93.297349,92.452057,91.569292,90.287930
8.783333,1.978495,2.300027,2.202882,2.667702,1.923638,1.555250,1.029842,95.610495,94.743113,94.503046,93.299702,92.455638,91.573620,90.291842
8.800000,1.978551,2.300440,2.203469,2.670024,1.927180,1.559552,1.033759,95.610551,94.743526,94.503632,93.302024,92.459180,91.577922,90.295759
8.816667,1.978605,2.300848,2.204049,2.672316,1.930682,1.563829,1.037680,95.610605,94.743934,94.504212,93.304316,92.462682,91.582198,90.299680
8.833333,1.978659,2.301251,2.204622,2.674577,1.934146,1.568078,1.041603,95.610659,94.744337,94.504785,93.306577,92.466146,91.586448,90.303603
8.850000,1.978713,2.301649,2.205188,2.676809,1.937571,1.572300,1.045526,95.610713,94.744735,94.505351,93.308809,92.469571,91.590670,90.307526
8.866667,1.978765,2.302043,2.205748,2.679011,1.940959,1.576494,1.049448,95.610765,94.745129,94.505911,93.311011,92.472959,91.594864,90.311448
8.883333,1.978818,2.302432,2.206301,2.681185,1.944309,1.580659,1.053367,95.610818,94.745518,94.506464,93.313185,92.476309,91.599029,90.315367
8.900000,1.978869,2.302817,2.206848,2.683331,1.947622,1.584795,1.057281,95.610869,94.745903,94.507011,93.315331,92.479622,91.603165,90.319281
8.916667,1.978920,2.303198,2.207388,2.685449,1.950899,1.588902,1.061190,95.610920,94.746284,94.507551,93.317449,92.482899,91.607271,90.323190
8.933333,1.978971,2.303574,2.207922,2.687540,1.954139,1.592978,1.065092,95.610971,94.746660,94.508086,93.319540,92.486139,91.611348,90.327092
8.950000,1.979021,2.303946,2.208451,2.689605,1.957343,1.597024,1.068985,95.611021,94.747032,94.508614,93.321605,92.489343,91.615394,90.330985
8.966667,1.979070,2.304313,2.208973,2.691643,1.960511,1.601039,1.072868,95.611070,94.747399,94.509136,93.323643,92.492511,91.619409,90.334868
8.983333,1.979119,2.304677,2.209489,2.693655,1.963644,1.605023,1.076740,95.611119,94.747763,94.509652,93.325655,92.495644,91.623392,90.338740
9.000000,1.979167,2.305036,2.209999,2.695641,1.966742,1.608975,1.080600,95.611167,94.748122,94.510162,93.327641,92.498742,91.627344,90.342600
9.016667,1.979215,2.305392,2.210504,2.697603,1.969806,1.612895,1.084446,95.611215,94.748478,94.510667,93.329603,92.501806,91.631265,90.346446
9.033333,1.979262,2.305743,2.211003,2.699539,1.972835,1.616783,1.088278,95.611262,94.748829,94.511166,93.331539,92.504835,91.635153,90.350278
9.050000,1.979309,2.306091,2.211496,2.701452,1.975831,1.620639,1.092093,95.611309,94.749176,94.511659,93.333452,92.507831,91.639009,90.354093
9.066667,1.979355,2.306434,2.211983,2.703340,1.978793,1.624462,1.095893,95.611355,94.749520,94.512146,93.335340,92.510793,91.642832,90.357893
9.083333,1.979401,2.306774,2.212465,2.705205,1.981722,1.628253,1.099674,95.611401,94.749860,94.512629,93.337205,92.513722,91.646623,90.361674
9.100000,1.979446,2.307110,2.212942,2.707047,1.984619,1.632011,1.103436,95.611446,94.750196,94.513105,93.339047,92.516619,91.650380,90.365436
9.116667,1.979490,2.307442,2.213414,2.708866,1.987483,1.635735,1.107179,95.611490,94.750528,94.513577,93.340866,92.519483,91.654105,90.369179
9.133333,1.979535,2.307771,2.213880,2.710663,1.990315,1.639427,1.110902,95.611535,94.750856,94.514043,93.342663,92.522315,91.657796,90.372902
9.150000,1.979578,2.308096,2.214340,2.712437,1.993116,1.643085,1.114603,95.611578,94.751181,94.514504,93.344437,92.525116,91.661454,90.376603
9.166667,1.979622,2.308417,2.214796,2.714190,1.995885,1.646709,1.118282,95.611622,94.751503,94.514959,93.346190,92.527885,91.665079,90.380282
9.183333,1.979664,2.308735,2.215247,2.715921,1.998623,1.650301,1.121939,95.611664,94.751821,94.515410,93.347921,92.530623,91.668670,90.383939
9.200000,1.979707,2.309049,2.215693,2.717631,2.001330,1.653859,1.125572,95.611707,94.752135,94.515856,93.349631,92.533330,91.672228,90.387572
9.216667,1.979748,2.309360,2.216133,2.719321,2.004008,1.657383,1.129181,95.611748,94.752446,94.516297,93.351321,92.536008,91.675753,90.391181
9.233333,1.979790,2.309667,2.216569,2.720989,2.006655,1.660874,1.132765,95.611790,94.752753,94.516732,93.352989,92.538655,91.679244,90.394765
9.250000,1.979831,2.309971,2.217000,2.722638,2.009273,1.664371,1.136323,95.611831,94.753057,94.517164,93.354638,92.541273,91.682741,90.398323
9.266667,1.979871,2.310272,2.217427,2.724267,2.011861,1.669083,1.139857,95.611871,94.753358,94.517590,93.356267,92.543861,91.687453,90.401857
9.283333,1.979911,2.310570,2.217848,2.725876,2.014420,1.676870,1.143363,95.611911,94.753656,94.518012,93.357876,92.546420,91.695239,90.405363
9.300000,1.979951,2.310864,2.218266,2.727466,2.016951,1.684169,1.146843,95.611951,94.753950,94.518429,93.359466,92.548951,91.702539,90.408843
9.316667,1.979990,2.311155,2.218678,2.729037,2.019453,1.689876,1.150296,95.611990,94.754241,94.518841,93.361037,92.551453,91.708245,90.412296
9.333333,1.980029,2.311443,2.219086,2.730589,2.021929,1.695098,1.153722,95.612029,94.754529,94.519249,93.362589,92.553929,91.713467,90.415722
9.350000,1.980067,2.311728,2.219490,2.732122,2.024404,1.700181,1.157119,95.612067,94.754814,94.519653,93.364122,92.556404,91.718551,90.419119
9.366667,1.980105,2.312010,2.219889,2.733638,2.027001,1.705165,1.160488,95.612105,94.755095,94.520052,93.365638,92.559001,91.723535,90.422488
9.383333,1.980143,2.312288,2.220284,2.735135,2.029960,1.728397,1.163829,95.612143,94.755374,94.520447,93.367135,92.561960,91.746766,90.425829
9.400000,1.980180,2.312564,2.220674,2.736615,2.033381,1.754626,1.167142,95.612180,94.755650,94.520837,93.368615,92.565381,91.772995,90.429142
9.416667,1.980217,2.312837,2.221061,2.738077,2.037005,1.762154,1.170440,95.612217,94.755923,94.521224,93.370077,92.569005,91.780523,90.432440
9.433333,1.980253,2.313107,2.221443,2.739522,2.040492,1.769305,1.173779,95.612253,94.756193,94.521606,93.371522,92.572492,91.787675,90.435779
9.450000,1.980289,2.313374,2.221821,2.740950,2.043725,1.776191,1.177287,95.612289,94.756460,94.521984,93.372950,92.575725,91.794561,90.439287
9.466667,1.980325,2.313638,2.222195,2.742362,2.141259,1.782841,1.181071,95.612325,94.756724,94.522358,93.374362,92.673259,91.801211,90.443071
9.483333,1.980360,2.313899,2.222565,2.743757,2.152838,1.789279,1.185098,95.612360,94.756985,94.522728,93.375757,92.684838,91.807648,90.447098
9.500000,1.980395,2.314158,2.222931,2.745135,2.161138,1.795524,1.189245,95.612395,94.757244,94.523094,93.377135,92.693138,91.813894,90.451245
9.516667,1.980429,2.314414,2.223293,2.746498,2.168871,1.801594,1.193426,95.612429,94.757499,94.523456,93.378498,92.700871,91.819963,90.455426
9.533333,1.980464,2.314667,2.223651,2.747845,2.176250,1.807502,1.197680,95.612464,94.757753,94.523814,93.379845,92.708250,91.825871,90.459680
9.550000,1.980497,2.314917,2.224006,2.749176,2.183335,1.813260,1.202275,95.612497,94.758003,94.524169,93.381176,92.715335,91.831630,90.464275
9.566667,1.980531,2.315165,2.224356,2.750492,2.190135,1.818881,1.207551,95.612531,94.758251,94.524520,93.382492,92.722135,91.837251,90.469551
9.583333,1.980564,2.315410,2.224703,2.751793,2.196674,1.824373,1.213400,95.612564,94.758496,94.524866,93.383793,92.728674,91.842743,90.475400
9.600000,1.980597,2.315653,2.225047,2.753079,2.202978,1.829745,1.219407,95.612597,94.758738,94.525210,93.385079,92.734978,91.848115,90.481407
9.616667,1.980629,2.315893,2.225386,2.754355,2.209069,1.835012,1.225365,95.612629,94.758978,94.525549,93.386355,92.741069,91.853382,90.487365
9.633333,1.980661,2.316130,2.225722,2.755623,2.214973,1.840324,1.231272,95.612661,94.759216,94.525885,93.387623,92.746973,91.858693,90.493272
9.650000,1.980693,2.316365,2.226055,2.756891,2.220725,1.846350,1.237147,95.612693,94.759451,94.526218,93.388891,92.752725,91.864720,90.499147
9.666667,1.980724,2.316598,2.226384,2.758172,2.226378,1.853974,1.242985,95.612724,94.759684,94.526547,93.390172,92.758378,91.872343,90.504985
9.683333,1.980755,2.316828,2.226709,2.759507,2.231981,1.862722,1.248776,95.612755,94.759914,94.526872,93.391507,92.763981,91.881092,90.510776
9.700000,1.980786,2.317056,2.227031,2.761029,2.237550,1.871230,1.254509,95.612786,94.760141,94.527194,93.393029,92.769550,91.889600,90.516509
9.716667,1.980817,2.317281,2.227350,2.762968,2.243049,1.879050,1.260176,95.612817,94.760367,94.527513,93.394968,92.775049,91.897419,90.522176
9.733333,1.980847,2.317504,2.227665,2.765447,2.248430,1.886462,1.265770,95.612847,94.760590,94.527828,93.397447,92.780430,91.904831,90.527770
9.750000,1.980877,2.317725,2.227977,2.768279,2.253670,1.893697,1.271285,95.612877,94.760810,94.528141,93.400279,92.785670,91.912067,90.533285
9.766667,1.980906,2.317943,2.228286,2.771102,2.258773,1.900827,1.276718,95.612906,94.761029,94.528449,93.403102,92.790773,91.919197,90.538718
9.783333,1.980935,2.318159,2.228592,2.773694,2.263754,1.907863,1.282072,95.612935,94.761245,94.528755,93.405694,92.795754,91.926233,90.544072
9.800000,1.980964,2.318373,2.228894,2.776055,2.268629,1.914807,1.287370,95.612964,94.761459,94.529057,93.408055,92.800629,91.933176,90.549370
9.816667,1.980993,2.318585,2.229193,2.778278,2.273407,1.921657,1.292690,95.612993,94.761671,94.529357,93.410278,92.805407,91.940026,90.554690
9.833333,1.981021,2.318794,2.229490,2.780437,2.278094,1.928414,1.298157,95.613021,94.761880,94.529653,93.412437,92.810094,91.946784,90.560157
9.850000,1.981049,2.319002,2.229783,2.782564,2.282695,1.935079,1.303876,95.613049,94.762087,94.529946,93.414564,92.814695,91.953449,90.565876
9.866667,1.981077,2.319207,2.230073,2.784672,2.287215,1.941653,1.309838,95.613077,94.762293,94.530236,93.416672,92.819215,91.960022,90.571838
9.883333,1.981105,2.319410,2.230360,2.786763,2.291655,1.948135,1.315950,95.613105,94.762496,94.530523,93.418763,92.823655,91.966505,90.577950
9.900000,1.981132,2.319611,2.230644,2.788839,2.296020,1.954526,1.322120,95.613132,94.762697,94.530807,93.420839,92.828020,91.972896,90.584120
9.916667,1.981159,2.319810,2.230925,2.790900,2.300313,1.960827,1.328308,95.613159,94.762896,94.531088,93.422900,92.832313,91.979197,90.590308
9.933333,1.981185,2.320007,2.231203,2.792951,2.304536,1.967037,1.334504,95.613185,94.763093,94.531367,93.424951,92.836536,91.985407,90.596504
9.950000,1.981212,2.320202,2.231480,2.794995,2.308694,1.973158,1.340702,95.613212,94.763288,94.531643,93.426995,92.840694,91.991527,90.602702
9.966667,1.981238,2.320395,2.231754,2.797032,2.312787,1.979188,1.346898,95.613238,94.763481,94.531917,93.429032,92.844787,91.997558,90.608898
9.983333,1.981264,2.320586,2.232028,2.799064,2.316820,1.985129,1.353081,95.613264,94.763672,94.532191,93.431064,92.848820,92.003499,90.615081
10.000000,1.981289,2.320775,2.232305,2.801088,2.320793,1.990982,1.359246,95.613289,94.763861,94.532468,93.433088,92.852793,92.009351,90.621246
10.016667,1.981315,2.320963,2.232588,2.803103,2.324709,1.996746,1.365383,95.613315,94.764049,94.532751,93.435103,92.856709,92.015115,90.627383
10.033333,1.981340,2.321150,2.232884,2.805105,2.328568,2.002422,1.371486,95.613340,94.764236,94.533047,93.437105,92.860568,92.020792,90.633486
10.050000,1.981364,2.321337,2.233195,2.807096,2.332373,2.008012,1.377550,95.613364,94.764423,94.533358,93.439096,92.864373,92.026382,90.639550
10.066667,1.981389,2.321526,2.233524,2.809073,2.336125,2.013516,1.383568,95.613389,94.764612,94.533687,93.441073,92.868125,92.031886,90.645568
10.083333,1.981413,2.321720,2.233866,2.811038,2.339825,2.018936,1.389536,95.613413,94.764806,94.534030,93.443038,92.871825,92.037306,90.651536
10.100000,1.981437,2.321921,2.234219,2.812991,2.343476,2.024273,1.395450,95.613437,94.765006,94.534382,93.444991,92.875476,92.042642,90.657450
10.116667,1.981461,2.322130,2.234575,2.814932,2.347077,2.029527,1.401306,95.613461,94.765215,94.534738,93.446932,92.879077,92.047897,90.663306
10.133333,1.981485,2.322347,2.234933,2.816861,2.350630,2.034702,1.407101,95.613485,94.765433,94.535096,93.448861,92.882630,92.053071,90.669101
10.150000,1.981508,2.322571,2.235290,2.818777,2.354137,2.039797,1.412832,95.613508,94.765656,94.535453,93.450777,92.886137,92.058167,90.674832
10.166667,1.981531,2.322799,2.235648,2.820682,2.357600,2.044815,1.418497,95.613531,94.765884,94.535811,93.452682,92.889600,92.063185,90.680497
10.183333,1.981554,2.323029,2.236006,2.822573,2.361018,2.049757,1.424093,95.613554,94.766115,94.536169,93.454573,92.893018,92.068126,90.686093
10.200000,1.981577,2.323260,2.236364,2.824452,2.364393,2.054624,1.429620,95.613577,94.766346,94.536527,93.456452,92.896393,92.072994,90.691620
10.216667,1.981600,2.323493,2.236724,2.826318,2.367727,2.059418,1.435075,95.613600,94.766578,94.536887,93.458318,92.899727,92.077787,90.697075
10.233333,1.981622,2.323725,2.237085,2.828172,2.371020,2.064139,1.440459,95.613622,94.766811,94.537248,93.460172,92.903020,92.082508,90.702459
10.250000,1.981644,2.323959,2.237446,2.830012,2.374273,2.068789,1.445769,95.613644,94.767045,94.537609,93.462012,92.906273,92.087158,90.707769
10.266667,1.981666,2.324194,2.237809,2.831839,2.377487,2.073369,1.451005,95.613666,94.767279,94.537972,93.463839,92.909487,92.091739,90.713005
10.283333,1.981688,2.324429,2.238173,2.833653,2.380662,2.077881,1.456168,95.613688,94.767515,94.538336,93.465653,92.912662,92.096250,90.718168
10.300000,1.981711,2.324666,2.238538,2.835455,2.383800,2.082324,1.461257,95.613711,94.767752,94.538702,93.467455,92.915800,92.100694,90.723257
10.316667,1.981733,2.324904,2.238904,2.837243,2.386901,2.086702,1.466271,95.613733,94.767989,94.539068,93.469243,92.918901,92.105071,90.728271
10.333333,1.981757,2.325142,2.239271,2.839019,2.389965,2.091014,1.471212,95.613757,94.768228,94.539435,93.471019,92.921965,92.109384,90.733212
10.350000,1.981781,2.325382,2.239639,2.840781,2.392993,2.095263,1.476079,95.613781,94.768468,94.539802,93.472781,92.924993,92.113632,90.738079
10.366667,1.981806,2.325623,2.240007,2.842531,2.395986,2.099448,1.480873,95.613806,94.768708,94.540170,93.474531,92.927986,92.117818,90.742873
10.383333,1.981831,2.325864,2.240376,2.844269,2.398945,2.103572,1.485594,95.613831,94.768950,94.540539,93.476269,92.930945,92.121941,90.747594
10.400000,1.981857,2.326106,2.240745,2.845993,2.401869,2.107635,1.490243,95.613857,94.769192,94.540908,93.477993,92.933869,92.126005,90.752243
10.416667,1.981883,2.326349,2.241114,2.847705,2.404760,2.111639,1.494822,95.613883,94.769435,94.541277,93.479705,92.936760,92.130008,90.756822
10.433333,1.981909,2.326593,2.241483,2.849404,2.407617,2.115584,1.499329,95.613909,94.769679,94.541646,93.481404,92.939617,92.133954,90.761329
10.450000,1.981936,2.326837,2.241853,2.851091,2.410441,2.119472,1.503767,95.613936,94.769923,94.542016,93.483091,92.942441,92.137842,90.765767
10.466667,1.981962,2.327082,2.242222,2.852765,2.413234,2.123304,1.508136,95.613962,94.770168,94.542385,93.484765,92.945234,92.141674,90.770136
10.483333,1.981989,2.327327,2.242591,2.854426,2.415994,2.127081,1.512438,95.613989,94.770413,94.542754,93.486426,92.947994,92.145451,90.774438
10.500000,1.982017,2.327573,2.242960,2.856076,2.418724,2.130804,1.516672,95.614017,94.770659,94.543124,93.488076,92.950724,92.149173,90.778672
10.516667,1.982044,2.327819,2.243329,2.857712,2.421422,2.134473,1.520840,95.614044,94.770905,94.543493,93.489712,92.953422,92.152842,90.782840
10.533333,1.982071,2.328065,2.243698,2.859337,2.424090,2.138090,1.524943,95.614071,94.771151,94.543861,93.491337,92.956090,92.156459,90.786943
10.550000,1.982099,2.328311,2.244067,2.860949,2.426729,2.141655,1.528983,95.614099,94.771397,94.544230,93.492949,92.958729,92.160025,90.790983
10.566667,1.982127,2.328558,2.244435,2.862548,2.429337,2.145171,1.532959,95.614127,94.771644,94.544598,93.494548,92.961337,92.163540,90.794959
10.583333,1.982155,2.328804,2.244802,2.864136,2.431917,2.148636,1.536873,95.614155,94.771890,94.544965,93.496136,92.963917,92.167006,90.798873
10.600000,1.982183,2.329051,2.245169,2.865711,2.434468,2.152053,1.540727,95.614183,94.772136,94.545332,93.497711,92.966468,92.170423,90.802727
10.616667,1.982211,2.329297,2.245536,2.867275,2.436991,2.155422,1.544521,95.614211,94.772383,94.545699,93.499275,92.968991,92.173792,90.806521
10.633333,1.982239,2.329543,2.245901,2.868826,2.439486,2.158745,1.548256,95.614239,94.772629,94.546065,93.500826,92.971486,92.177114,90.810256
10.650000,1.982268,2.329789,2.246266,2.870365,2.441953,2.162021,1.551933,95.614268,94.772875,94.546430,93.502365,92.973953,92.180390,90.813933
10.666667,1.982296,2.330035,2.246631,2.871892,2.444393,2.165251,1.555554,95.614296,94.773121,94.546794,93.503892,92.976393,92.183621,90.817554
10.683333,1.982325,2.330281,2.246994,2.873408,2.446806,2.168437,1.559119,95.614325,94.773367,94.547157,93.505408,92.978806,92.186807,90.821119
10.700000,1.982354,2.330526,2.247357,2.874911,2.449193,2.171580,1.562630,95.614354,94.773612,94.547520,93.506911,92.981193,92.189949,90.824630
10.716667,1.982382,2.330772,2.247719,2.876403,2.451553,2.174679,1.566087,95.614382,94.773857,94.547882,93.508403,92.983553,92.193048,90.828087
10.733333,1.982411,2.331016,2.248079,2.877883,2.453888,2.177736,1.569491,95.614411,94.774102,94.548242,93.509883,92.985888,92.196105,90.831491
10.750000,1.982440,2.331261,2.248439,2.879352,2.456197,2.180751,1.572844,95.614440,94.774346,94.548602,93.511352,92.988197,92.199121,90.834844
10.766667,1.982469,2.331504,2.248798,2.880809,2.458481,2.183726,1.576146,95.614469,94.774590,94.548961,93.512809,92.990481,92.202095,90.838146
10.783333,1.982498,2.331748,2.249155,2.882254,2.460741,2.186660,1.579399,95.614498,94.774834,94.549318,93.514254,92.992741,92.205030,90.841399
10.800000,1.982527,2.331991,2.249512,2.883688,2.462975,2.189555,1.582603,95.614527,94.775076,94.549675,93.515688,92.994975,92.207925,90.844603
10.816667,1.982556,2.332233,2.249867,2.885110,2.465186,2.192411,1.585759,95.614556,94.775319,94.550030,93.517110,92.997186,92.210781,90.847759
10.833333,1.982585,2.332475,2.250221,2.886521,2.467373,2.195230,1.588868,95.614585,94.775561,94.550384,93.518521,92.999373,92.213599,90.850868
10.850000,1.982614,2.332716,2.250574,2.887921,2.469536,2.198010,1.591931,95.614614,94.775802,94.550737,93.519921,93.001536,92.216380,90.853931
10.866667,1.982643,2.332957,2.250926,2.889309,2.471676,2.200754,1.594949,95.614643,94.776042,94.551089,93.521309,93.003676,92.219124,90.856949
10.883333,1.982672,2.333196,2.251276,2.890687,2.473793,2.203462,1.597922,95.614672,94.776282,94.551440,93.522687,93.005793,92.221831,90.859922
10.900000,1.982701,2.333436,2.251626,2.892053,2.475887,2.206134,1.600852,95.614701,94.776521,94.551789,93.524053,93.007887,92.224503,90.862852
10.916667,1.982730,2.333674,2.251973,2.893408,2.477958,2.208771,1.603739,95.614730,94.776760,94.552136,93.525408,93.009958,92.227140,90.865739
10.933333,1.982759,2.333912,2.252320,2.894752,2.480008,2.211374,1.606585,95.614759,94.776998,94.552483,93.526752,93.012008,92.229743,90.868585
10.950000,1.982788,2.334149,2.252665,2.896085,2.482036,2.213942,1.609389,95.614788,94.777235,94.552828,93.528085,93.014036,92.232312,90.871389
10.966667,1.982817,2.334385,2.253008,2.897408,2.484042,2.216478,1.612153,95.614817,94.777471,94.553171,93.529408,93.016042,92.234848,90.874153
10.983333,1.982846,2.334621,2.253350,2.898719,2.486026,2.218981,1.614878,95.614846,94.777706,94.553514,93.530719,93.018026,92.237350,90.876878
11.000000,1.982875,2.334855,2.253691,2.900020,2.487990,2.221452,1.617564,95.614875,94.777941,94.553854,93.532020,93.019990,92.239821,90.879564
11.016667,1.982904,2.335089,2.254030,2.901310,2.489932,2.223891,1.620211,95.614904,94.778175,94.554193,93.533310,93.021932,92.242260,90.882211
11.033333,1.982932,2.335322,2.254368,2.902589,2.491854,2.226298,1.622822,95.614932,94.778408,94.554531,93.534589,93.023854,92.244668,90.884822
11.050000,1.982961,2.335554,2.254704,2.903858,2.493756,2.228676,1.625395,95.614961,94.778640,94.554867,93.535858,93.025756,92.247045,90.887395
