node,distance_km,hmax_m,hmax_time_h,safe_depth_m,design_depth_m,exceeds_safe,exceeds_design
-1000378,0.381000,2.616623,14.000000,3.456000,3.840000,False,False
-1000379,0.382000,2.617353,14.000000,3.456000,3.840000,False,False
-1000380,0.383000,2.618082,14.000000,3.456000,3.840000,False,False
-1000381,0.384000,2.618812,14.000000,3.456000,3.840000,False,False
-1000382,0.385000,2.619542,14.000000,3.456000,3.840000,False,False
-1000383,0.386000,2.620273,14.000000,3.456000,3.840000,False,False
-1000384,0.387000,2.621003,14.000000,3.456000,3.840000,False,False
-1000385,0.388000,2.621734,14.000000,3.456000,3.840000,False,False
-1000386,0.389000,2.622465,14.000000,3.456000,3.840000,False,False
-1000387,0.390000,2.623196,14.000000,3.456000,3.840000,False,False
-1000388,0.391000,2.623928,14.000000,3.456000,3.840000,False,False
-1000389,0.392000,2.624660,14.000000,3.456000,3.840000,False,False
9,0.393034,2.625417,14.000000,3.456000,3.840000,False,False
-1000390,0.394000,2.626125,14.000000,3.456000,3.840000,False,False
-1000391,0.395000,2.626857,14.000000,3.456000,3.840000,False,False
